Game Title,Category,Release Date,Developers,Publishers,Platforms,Genres,Themes,Keywords,YouTube URL,YouTube Views,YouTube Likes,YouTube ReleaseDate,SteamStatus
Emblems: Sunless Vow,Main Game,2026-06-30,oldflowerGames,oldflowerGames,"PC (Microsoft Windows), Mac","Role-playing (RPG), Indie, Visual Novel","Fantasy, Mystery, Romance","turn-based, supernatural, funny, roguelite, lgbtq+, queer, lgbtq",https://www.youtube.com/watch?v=sIefNT5eBX4,1340,27,2025-10-24,PC Game (on Steam)
Remorses,Main Game,2026-06-30,Twistedline Games,,PC (Microsoft Windows),Indie,Horror,"psychological horror, dark",https://www.youtube.com/watch?v=4-Agz2oUsGA,726,36,2025-05-30,PC Game (on Steam)
Ephemeral Frame,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie",,,https://www.youtube.com/watch?v=9SAcBMQRH8o,161,22,2025-09-30,PC Game (on Steam)
Cardinal Descent,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac",Indie,,,https://www.youtube.com/watch?v=1I3GvL-ZRd0,148,5,2025-06-05,PC Game (on Steam)
Vampire Rancher,Main Game,2026-06-30,borispixel,borispixel,PC (Microsoft Windows),"Simulator, Indie",,,https://www.youtube.com/watch?v=suHKkmud7qg,1941,77,2024-04-12,PC Game (on Steam)
Mainland,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Simulator, Strategy, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Amp,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Combat Train TD,Main Game,2026-06-30,Pone Games,Pone Games,PC (Microsoft Windows),"Strategy, Indie",,"tower defense, trains",N/A,N/A,N/A,N/A,Non-Steam PC Game
Guilty Pleasures,Main Game,2026-06-30,,TopHouse Publishing,PC (Microsoft Windows),"Adventure, Visual Novel",Erotic,"adult, high sexual content, ai-generated artwork",N/A,N/A,N/A,N/A,Non-Steam PC Game
Soulforge: Lost Path,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Strategy",Action,"pixel graphics, action roguelike",N/A,N/A,N/A,N/A,PC Game (on Steam)
Sparkball,Main Game,2026-06-30,Opti Games,Opti Games,PC (Microsoft Windows),"Sport, Strategy, Hack and slash/Beat 'em up, Adventure, Indie, MOBA","Action, Science fiction, Comedy","soccer, football, brawler, esport",https://www.youtube.com/watch?v=yDJhxJCQ1XY,597,114,2025-05-22,PC Game (Verification Error)
Bookbinding,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Indie",Fantasy,"life simulation, simulation, cute, relaxing, cozy, text adventures with illustrations, design",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Little Cheese Works,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,,https://www.youtube.com/watch?v=bZeQOCIyth0,639,0,2025-10-13,PC Game (Verification Error)
Scourge of the Reptiles,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Role-playing (RPG), Indie",,,https://www.youtube.com/watch?v=KxwGeD1m-yA,41,1,2025-12-03,PC Game (Verification Error)
Inferno Protocol,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie","Action, Science fiction, Horror, Survival","exploration, monsters, psychological horror, psychological thriller, dark, labyrinth, atmospheric, survival horror, action roguelike, science-fantasy, 6 player co-op",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Wasteland Punk,Main Game,2026-06-30,,,"Android, PC (Microsoft Windows), iOS","Role-playing (RPG), Strategy, Adventure","Action, Survival, Open world",post-apocalyptic,https://www.youtube.com/watch?v=FKFmJ3S6YuY,1544,12,2020-11-12,PC Game (Verification Error)
Coding Day,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (Verification Error)
Tidebound,Main Game,2026-06-30,Tinymice Entertainment,Rogue Duck Interactive,"Linux, PC (Microsoft Windows), Mac","Role-playing (RPG), Simulator, Strategy, Adventure, Indie",,,https://www.youtube.com/watch?v=5RYjISkfgPI,375,16,2025-08-02,PC Game (Verification Error)
Shark Rain,Main Game,2026-06-30,,,PC (Microsoft Windows),"Shooter, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (Verification Error)
Scopecreep,Main Game,2026-06-30,Foolbox Studio,Foolbox Studio,PC (Microsoft Windows),"Simulator, Strategy, Indie",,"pixel art, pixel graphics, steam achievements, steam cloud",https://www.youtube.com/watch?v=VULOdzjplzg,161,19,2026-01-15,PC Game (Verification Error)
Sucks To Be In The Sticks,Main Game,2026-06-30,CoAction,CoAction,PC (Microsoft Windows),"Simulator, Adventure, Indie",,"casual, vampire, vampires, narrative adventure, conversation",https://www.youtube.com/watch?v=sPmSoxqRAic,666,37,2025-09-30,PC Game (Verification Error)
Func Key,Main Game,2026-06-30,One Bit Bean,One Bit Bean,PC (Microsoft Windows),Strategy,,"roguelike, word game",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Frontier: Path of Shadows,Main Game,2026-06-30,Oduvan Games,Brightika,PC (Microsoft Windows),"Role-playing (RPG), Strategy, Tactical, Indie",Science fiction,"turn-based tactics, tactical rpg ( trpg )",N/A,N/A,N/A,N/A,PC Game (on Steam)
Taking Today Off,Main Game,2026-06-30,Orange Ink Studio,Orange Ink Studio,PC (Microsoft Windows),"Strategy, Indie, Card & Board Game",,"roguelike, deck-building, deckbuilder",N/A,N/A,N/A,N/A,PC Game (on Steam)
Pearls of Wisdom,Main Game,2026-06-30,Light Up Research,,PC (Microsoft Windows),Indie,,,https://www.youtube.com/watch?v=sgLUR0hZfpI,27,0,2025-12-31,PC Game (on Steam)
Glitchia,Main Game,2026-06-30,Midori Games,Midori Games,PC (Microsoft Windows),"Adventure, Indie",Horror,"fake glitch, glitch aesthetics",N/A,N/A,N/A,N/A,PC Game (on Steam)
Fall of the Final Age,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Strategy, Tactical, Indie",Fantasy,"hexagon, tactical turn-based combat, hexagon tiles",N/A,N/A,N/A,N/A,PC Game (on Steam)
Rewindead,Main Game,2026-06-30,,,PC (Microsoft Windows),"Shooter, Puzzle, Indie",Action,"assassin, time travel, fast paced, difficult, time loop, time attack",https://www.youtube.com/watch?v=WshkN66PC_U,663,26,2025-12-22,PC Game (on Steam)
Under Heaven or Hell,Main Game,2026-06-30,Moonlust Games,Moonlust Games,"Linux, PC (Microsoft Windows), Mac","Adventure, Indie, Visual Novel","Fantasy, Horror, Romance","interactive fiction, dark fantasy, indie developer",N/A,N/A,N/A,N/A,PC Game (on Steam)
HyperRouter,Main Game,2026-06-30,,,PC (Microsoft Windows),"Platform, Racing, Role-playing (RPG), Indie",,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Little Woody,Main Game,2026-06-30,Prism Realm,Prism Realm,PC (Microsoft Windows),"Point-and-click, Puzzle, Adventure, Indie",Fantasy,2d,N/A,N/A,N/A,N/A,PC Game (on Steam)
Adventurers Shop,Main Game,2026-06-30,Han Games,,PC (Microsoft Windows),"Simulator, Adventure, Indie","Fantasy, Open world",,https://www.youtube.com/watch?v=sf-SbWyDuhg,67339,12,2026-01-22,PC Game (on Steam)
Outside,Main Game,2026-06-30,Tbjbu2,Tbjbu2,PC (Microsoft Windows),"Role-playing (RPG), Simulator, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (on Steam)
AstroDiner Manager,Main Game,2026-06-30,OneUnit Games,,PC (Microsoft Windows),"Simulator, Indie","Science fiction, Business",ai-generated music,https://www.youtube.com/watch?v=Y2uZcqqvKIU,94,20,2025-12-28,PC Game (on Steam)
Tom Lander: The Exiled King,Main Game,2026-06-30,Heavy Photon,Heavy Photon,"PC (Microsoft Windows), Mac","Racing, Simulator, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Echoes From Ciudadela,Main Game,2026-06-30,Kronos Interactive,Kronos Interactive,PC (Microsoft Windows),Adventure,,,https://www.youtube.com/watch?v=26sZYjzlRn0,893,62,2026-01-06,PC Game (on Steam)
Guildamation,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie",Fantasy,"management, pixel art, autobattler, idle, incremental",N/A,N/A,N/A,N/A,PC Game (on Steam)
Luminary,Main Game,2026-06-30,Refractive Entertainment,Refractive Entertainment,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie","Action, Open world",cross-platform multiplayer,N/A,N/A,N/A,N/A,PC Game (on Steam)
Tiny House Finds,Main Game,2026-06-30,,,PC (Microsoft Windows),"Point-and-click, Indie",Fantasy,"casual, medieval, 3d, hidden object, stylized, cute, clicker, relaxing, colorful, minimalist, linear",N/A,N/A,N/A,N/A,PC Game (on Steam)
Dino Time Raiders,Main Game,2026-06-30,Webbysoft,Armor Games Studios,PC (Microsoft Windows),"Strategy, Indie",Action,,https://www.youtube.com/watch?v=6O6csXRkfVk,41838,27,2026-02-02,PC Game (on Steam)
Neighbor Master,Main Game,2026-06-30,Lucky Games,Lucky Games,PC (Microsoft Windows),Indie,,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Orbital Chaos,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,,N/A,N/A,N/A,N/A,PC Game (on Steam)
NebulArena,Main Game,2026-06-30,TwoKats SNC,,PC (Microsoft Windows),Strategy,Science fiction,"pixel graphics, roguelite, competitve, autobattler",https://www.youtube.com/watch?v=aNRAEm64QxE,11,0,2026-02-24,PC Game (on Steam)
Gone Digging,Main Game,2026-06-30,NewGen SA,NewGen SA,PC (Microsoft Windows),"Simulator, Indie","Action, Fantasy, Horror, Thriller","life simulation, monsters, digging",https://www.youtube.com/watch?v=2Xi3MCG95AM,92,5,2026-01-29,PC Game (on Steam)
GU Fighters,Main Game,2026-06-30,,,PC (Microsoft Windows),,Action,nextfest october 2025,N/A,N/A,N/A,N/A,PC Game (on Steam)
Elemdian,Main Game,2026-06-30,Ogical Games,Ogical Games,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie","Action, Fantasy",,https://www.youtube.com/watch?v=AIABkNWn_9Q,97,7,2024-10-09,PC Game (on Steam)
Hotel Tales,Main Game,2026-06-30,,TopHouse Publishing,PC (Microsoft Windows),"Role-playing (RPG), Adventure",Erotic,,N/A,N/A,N/A,N/A,Non-Steam PC Game
Prismarch,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Strategy, Turn-based strategy (TBS), Adventure, Indie, Arcade, Card & Board Game",Action,"chess, indie developer",https://www.youtube.com/watch?v=Xq5w9eVD1WY,20,0,2026-02-06,PC Game (on Steam)
Eco Volunteer,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Indie",,"exploration, physics, nature, realistic, ecological, cleaning",https://www.youtube.com/watch?v=q_3lBfcPNbw,183,7,2026-02-06,PC Game (on Steam)
Arcade Shop Simulator,Main Game,2026-06-30,Bartosz Kamiński,,PC (Microsoft Windows),"Simulator, Indie, Arcade","Comedy, Business, Kids","retro, relaxing, arcade cabinet, managment, supermarket simulator",https://www.youtube.com/watch?v=BqmfHLpARjM,194,14,2026-01-06,PC Game (on Steam)
Entity Research Group,Main Game,2026-06-30,,Faceless Smile Corp.,PC (Microsoft Windows),"Adventure, Indie","Action, Horror",,N/A,N/A,N/A,N/A,PC Game (on Steam)
Mightreya,Main Game,2026-06-30,Wazen,505 Games,PC (Microsoft Windows),"Fighting, Hack and slash/Beat 'em up, Adventure, Indie",Action,anime,https://www.youtube.com/watch?v=6ESyNtEvVAo,54370,2327,2026-02-10,PC Game (on Steam)
Sports Card Shop Simulator,Main Game,2026-06-30,,Squeaky Wheel Studio,PC (Microsoft Windows),"Simulator, Sport, Indie",Business,"soccer, football, trading card game, shop simulator",https://www.youtube.com/watch?v=3IK3Syz7c1Y,439,2,2026-03-02,PC Game (Verification Error)
Reloadian,Main Game,2026-06-30,BucketPlay,,"Xbox, PC (Microsoft Windows), PlayStation","Platform, Hack and slash/Beat 'em up, Indie","Action, Science fiction, Party","online co-op, action roguelike",https://www.youtube.com/watch?v=FoTK7pzCFFE,1931,23,2026-01-29,PC Game (Verification Error)
Die or Die,Main Game,2026-06-30,,,PC (Microsoft Windows),"Strategy, Indie, Arcade",Action,"roguelike, arcade shooter, action roguelike, dice game",https://www.youtube.com/watch?v=Jg8EFPrTbSs,261,6,2025-09-10,PC Game (Verification Error)
Stackmon,Main Game,2026-06-30,Riftpoint Entertainment,Alibi Games,PC (Microsoft Windows),"Strategy, Adventure, Indie, Card & Board Game",,,https://www.youtube.com/watch?v=uBZtz3jz4tQ,1143,41,2026-02-10,PC Game (Verification Error)
Dwarven Mining Company,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,,"procedural generation, dwarves, mining, digging",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Pionero Capital,Main Game,2026-06-30,Pionero Games,Pionero Games,PC (Microsoft Windows),"Role-playing (RPG), Simulator, Indie","Business, Sandbox, Open world","life simulation, 3d, vehicle simulation, driving, building, business simulation, base building, capitalism, economy, automation, managment, online coop, shop life simulator, job simulator",https://www.youtube.com/watch?v=1nMbVGNELxg,232,7,2026-02-23,PC Game (Verification Error)
Void Sanction,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie",Action,,N/A,N/A,N/A,N/A,PC Game (Verification Error)
"Below, Rusted Gods",Main Game,2026-06-30,From South Games,From South Games,PC (Microsoft Windows),"Adventure, Indie","Action, Horror","psychological horror, demons, realism",https://www.youtube.com/watch?v=rvoNsFLI5Io,6867,80,2025-05-25,PC Game (Verification Error)
Coin Harvest,Main Game,2026-06-30,Dumbbell Games,Dumbbell Games,PC (Microsoft Windows),,,"ai-generated artwork, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Type the Rhythm,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows), Mac",Indie,,"steam achievements, adjustable difficulty, accessibility options, ai-generated music, stereo sound, custom volume controls, keyboard only option, camera comfort, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Citystate Metropolis,Main Game,2026-06-30,Andy Sztark,Andy Sztark,PC (Microsoft Windows),"Simulator, Strategy, Indie",Sandbox,"economy, city builder, political simulation",https://www.youtube.com/watch?v=Gf5yAfi96HM,735758,32516,2025-09-24,PC Game (Verification Error)
Rogue Hanafuda,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Strategy, Indie",,"accessibility options, playable without timed input, mouse only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
The Henchmen,Main Game,2026-06-30,,,PC (Microsoft Windows),Simulator,,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (Verification Error)
Come Out Guys,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,"accessibility options, playable without timed input, stereo sound, custom volume controls, surround sound, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Chibi Knight Classic,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows), Mac","Role-playing (RPG), Adventure, Indie",Action,"steam achievements, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Wacky Coursers,Main Game,2026-06-30,,,PC (Microsoft Windows),"Racing, Sport",Action,"steam achievements, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Peglotto!,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Strategy, Indie",,"accessibility options, playable without timed input, mouse only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
CoinPit,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows), Mac","Simulator, Indie",Horror,"accessibility options, playable without timed input, stereo sound, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Tenshi Sword Quest,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Role-playing (RPG), Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Forest Escape: Last Train,Main Game,2026-06-30,Frag Lab LLC,Two Cakes Studio,"PC (Microsoft Windows), PlayStation 5","Adventure, Indie","Action, Horror","escape game, the backrooms, friendslop",https://www.youtube.com/watch?v=NnBwCbNLWQE,1788,30,2026-03-12,PC Game (on Steam)
Function Sue,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Indie",,"accessibility options, ai-generated translations, save anytime, playable without timed input, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Potion Craft Together,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Indie",,"steam achievements, accessibility options, playable without timed input, stereo sound, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,Non-Steam PC Game
Ajnabee: The Unknown,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie","Horror, Romance","steam achievements, accessibility options, ai-generated artwork, ai-generated voices, ai-generated text, ai-generated sound effects, subtitles, playable without timed input, stereo sound, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
AutoSquad,Main Game,2026-06-30,,,PC (Microsoft Windows),Role-playing (RPG),,"steam achievements, ai-generated artwork, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Dolls Made Here,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Adventure, Indie",Horror,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Wings of Aviora,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Adventure, Indie",Action,"accessibility options, playable without timed input, stereo sound, custom volume controls, camera comfort, surround sound, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
School's Out,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Role-playing (RPG), Adventure, Indie",Horror,"accessibility options, ai-generated artwork, ai-generated music, ai-generated text, ai-generated translations, stereo sound, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Astral Blitz,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,"steam achievements, accessibility options, save anytime, playable without timed input, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Astralis: Dawnblades,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows)","Role-playing (RPG), Indie",,"steam achievements, adjustable difficulty, accessibility options, playable without timed input, mouse only option, touch only option, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Inverted Dreams,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Adventure, Indie",Horror,"accessibility options, save anytime, stereo sound, custom volume controls, surround sound, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
The Long Way Home,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows)","Role-playing (RPG), Simulator, Adventure, Indie",,"adjustable difficulty, accessibility options, ai-generated artwork, ai-generated voices, stereo sound, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Eggventure,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie",Action,"steam achievements, subtitled silence, accessibility options, save anytime, color alternatives, playable without timed input, stereo sound, custom volume controls, narrated game menus, keyboard only option, camera comfort, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Uncanny Tales: The Watcher,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Adventure, Indie",Horror,"steam achievements, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Mars Base Alley,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Simulator, Indie",,"steam achievements, accessibility options, save anytime, custom volume controls, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Maneuver Warfare 2: BTG,Main Game,2026-06-30,,,PC (Microsoft Windows),Strategy,,"adjustable difficulty, accessibility options, save anytime, playable without timed input, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Incremental Infinity,Main Game,2026-06-30,,,PC (Microsoft Windows),Strategy,,"steam achievements, accessibility options, playable without timed input, mouse only option, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Dungeon Bomber,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Role-playing (RPG), Indie",,"adjustable difficulty, accessibility options, save anytime, color alternatives, playable without timed input, mouse only option, custom volume controls, touch only option, camera comfort, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
ODEZZA,Main Game,2026-06-30,whaleo,whaleo,PC (Microsoft Windows),"Strategy, Indie, Card & Board Game",,,N/A,N/A,N/A,N/A,PC Game (on Steam)
Alpha Crisis,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie",,"accessibility options, save anytime, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Loop of Command,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
What Surrounds Us,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Adventure, Indie",,"nature, abstract, cozy, accessibility options, save anytime, color alternatives, playable without timed input, stereo sound, custom volume controls, keyboard only option, nextfest february 2026",https://www.youtube.com/watch?v=k0utveG5RRE,66,7,2025-11-26,PC Game (on Steam)
Humanize Robotics,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Indie",Action,"accessibility options, ai-generated voices, playable without timed input, mouse only option, nextfest february 2026",https://www.youtube.com/watch?v=ArMc3r_T1qE,465,1,2026-03-02,PC Game (on Steam)
Crimson Banner: War of Liberation,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Simulator, Strategy",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Escape From Area 51,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Puzzle, Adventure, Indie",,"accessibility options, playable without timed input, stereo sound, custom volume controls, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Caravan: The Trade Road,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows), Mac","Role-playing (RPG), Adventure, Indie",Action,"ai-generated artwork, ai-generated sound effects, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Demigod Islands: A Puzzle to Die For,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Adventure",,"accessibility options, playable without timed input, custom volume controls, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Tax Return,Main Game,2026-06-30,,,PC (Microsoft Windows),Indie,Action,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (Verification Error)
Horny Academy,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie, Visual Novel","Erotic, Romance","steam achievements, ai-generated artwork, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Working Class Monsters,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Strategy",,"accessibility options, playable without timed input, mouse only option, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
A Week in Paradise,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie, Visual Novel",,"steam achievements, accessibility options, color alternatives, playable without timed input, custom volume controls, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Backpack Survivor,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Strategy",Action,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (Verification Error)
MythBeasts,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Adventure",,"accessibility options, ai-generated artwork, save anytime, playable without timed input, mouse only option, custom volume controls, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (Verification Error)
Stranger Mahjong,Main Game,2026-06-30,,,PC (Microsoft Windows),"Strategy, Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (Verification Error)
May the Cards Lay Out a Straight,Main Game,2026-06-30,,,PC (Microsoft Windows),,Action,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (Verification Error)
Overtype,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Puzzle, Adventure, Indie",Action,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Make Magic Great Again,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows), Mac","Adventure, Indie",,"ai-generated sound effects, ai-generated marketing, ai-generated concepts, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Panic Files: Buried Sanity,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie",Horror,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
DJ Life Simulator: From Your Bedroom to the Mainstage,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Music, Role-playing (RPG), Simulator, Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Business 98,Main Game,2026-06-30,,,PC (Microsoft Windows),"Simulator, Strategy, Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Wild West Miner Simulator,Main Game,2026-06-30,,,"PC (Microsoft Windows), Mac","Simulator, Indie",,"ai-generated artwork, ai-generated voices, ai-generated music, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Why Elephant Sit on Chair?,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Indie",,nextfest february 2026,N/A,N/A,N/A,N/A,PC Game (on Steam)
Dystopicon,Main Game,2026-06-30,Palitroque,Palitroque,"PC (Microsoft Windows), Mac","Simulator, Adventure, Indie","Survival, Drama","life simulation, dystopian, dark humor, political",https://www.youtube.com/watch?v=W9EfumC1xq4,235,2,2026-01-12,PC Game (on Steam)
Chant Wizard,Main Game,2026-06-30,,,PC (Microsoft Windows),"Strategy, Indie",,"steam achievements, ai-generated artwork, ai-powered, ai-generated video, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Suck It Up,Main Game,2026-06-30,,,PC (Microsoft Windows),,Action,"adjustable difficulty, accessibility options, ai-generated artwork, color alternatives, playable without timed input, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Skelly's Skirmish,Main Game,2026-06-30,,,"Linux, PC (Microsoft Windows)",Indie,Action,"steam achievements, adjustable difficulty, accessibility options, playable without timed input, keyboard only option, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Last Spaceship,Main Game,2026-06-30,,,PC (Microsoft Windows),"Puzzle, Adventure, Indie",,"accessibility options, save anytime, color alternatives, playable without timed input, custom volume controls, camera comfort, nextfest february 2026",N/A,N/A,N/A,N/A,Non-Steam PC Game
Sonya,Main Game,2026-06-30,,,PC (Microsoft Windows),"Adventure, Indie, Visual Novel",Horror,"steam achievements, accessibility options, ai-generated artwork, ai-generated concepts, subtitles, save anytime, custom volume controls, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Laby's Village,Main Game,2026-06-30,,,PC (Microsoft Windows),"Role-playing (RPG), Adventure, Indie",Action,"ai-generated artwork, ai-generated coding, ai-generated music, nextfest february 2026",N/A,N/A,N/A,N/A,PC Game (on Steam)
Construction Store Simulator,Main Game,2026-06-30,,"Code Horizon, PlayWay S.A.",PC (Microsoft Windows),"Simulator, Indie",,"casual, 3d, simulation, time management, farming simulator, nextfest february 2026",https://www.youtube.com/watch?v=iNu6d0TosBM,769,29,2026-01-07,PC Game (on Steam)
